city,year,make,model,price,condition,odometer,fuel,transmission,url,title,source_file
victoria,2012,Volkswagen,Jetta SportWagen,5988.0,excellent,210577,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2012-volkswagen-golf-sport/7885086250.html,2012 Volkswagen Golf Sport Wagon 2.5 SE,craigslist_victoria.csv
victoria,2011,Toyota,Sienna,13988.0,excellent,195869,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2011toyota-sienna-passenger/7882495472.html,2011Toyota Sienna 7 Passenger Sport Van,craigslist_victoria.csv
victoria,2011,Honda,CR-V 4WD,12888.0,excellent,185969,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2011-honda-cr-4wd/7884019504.html,2011 Honda CR-V 4WD,craigslist_victoria.csv
victoria,2019,Toyota,RAV4 LE AWD Hybrid,26988.0,excellent,134282,hybrid,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2019-toyota-rav4-le-4wd-hybrid/7884512299.html,2019 Toyota RAV4 LE 4WD HYBRID,craigslist_victoria.csv
victoria,2015,Mercedes-Benz,GLA250 4Matic AWD,14988.0,excellent,142141,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2015-mercedes-benz-gla250/7884512019.html,2015 Mercedes Benz GLA250 4Matic AWD,craigslist_victoria.csv
victoria,2020,Toyota,Tacoma 4WD Access Cab SR5,25988.0,excellent,225045,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2020-toyota-tacoma-sr5-access/7881016747.html,2020 Toyota Tacoma SR5 Access Cab 4WD 6.6FT. Box,craigslist_victoria.csv
victoria,2011,Honda,Accord EX-Leather Sedan Automatic,7888.0,excellent,226266,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2011-honda-accord-4dr-sedan/7882508746.html,2011 Honda Accord 4Dr Sedan EX-Leather,craigslist_victoria.csv
victoria,2011,Toyota,Venza AWD,13888.0,excellent,164774,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2011-toyota-venza-awd/7882506773.html,2011 Toyota Venza AWD,craigslist_victoria.csv
victoria,2013,Toyota,Venza LE AWD,12888.0,excellent,149500,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2013-toyota-venza-le-awd/7882506289.html,2013 Toyota Venza LE AWD,craigslist_victoria.csv
victoria,1992,ford,ranger,900.0,,300000,gas,manual,https://victoria.craigslist.org/cto/d/central-saanich-1992-ford-ranger/7889542286.html,1992 Ford Ranger,craigslist_victoria.csv
victoria,2004,Honda,Accord EX-Leather Interior,4995.0,excellent,287690,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2004-honda-accord-ex-leather/7882587097.html,2004 Honda Accord EX-Leather 4 Door Sedan,craigslist_victoria.csv
victoria,2008,Honda,Civic 2Door Coupe,7988.0,excellent,162164,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2008-honda-civic-door-coupe/7884721557.html,2008 Honda Civic 2 Door Coupe Automatic,craigslist_victoria.csv
victoria,2010,smart,Fortwo Cabriolet {Convertible},5999.0,excellent,121669,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2010-smart-fortwo-passion/7887204509.html,2010 Smart Fortwo Passion Cabriolet,craigslist_victoria.csv
victoria,2009,Mazda,Mazda3 S Sport Automatic,5988.0,excellent,225185,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2009-mazda-mazda3-sport/7885658909.html,2009 Mazda Mazda3 S Sport Automatic,craigslist_victoria.csv
victoria,2005,Ford,Ranger Extended Cab,10998.0,excellent,159595,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2005-ford-ranger-ext-cab-rwd/7881018054.html,2005 Ford Ranger Ext. Cab RWD,craigslist_victoria.csv
victoria,2011,ford,escape,6995.0,excellent,162381,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2011-ford-escape-xlt-25l-4cyl/7888911184.html,2011 Ford Escape XLT 2.5L 4Cyl Local No accident Clean escape,craigslist_victoria.csv
victoria,2013,Nissan,Sentra SV SEDAN,8888.0,excellent,137289,gas,automatic,https://victoria.craigslist.org/ctd/d/esquimalt-2013-nissan-sentra-sv-fuel/7889518084.html,"2013 Nissan Sentra SV (FUEL SAVING SEDAN, SUPER LOW 137 KMS, LOADED!!!",craigslist_victoria.csv
victoria,2008,ford,f-150,11000.0,good,212000,gas,automatic,https://victoria.craigslist.org/cto/d/victoria-2008-150-supercrew/7889518004.html,2008 f-150 supercrew,craigslist_victoria.csv
victoria,2016,Kia,Soul EX+,11500.0,excellent,110469,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2016-kia-soul-5dr-wgn-auto/7886766455.html,2016 Kia Soul 5dr Wgn Auto EX+,craigslist_victoria.csv
victoria,2017,Volkswagen,Jetta SE,17500.0,excellent,43122,gas,manual,https://victoria.craigslist.org/ctd/d/pitt-meadows-2017-volkswagen-jetta/7887167896.html,2017 Volkswagen Jetta Wolfsburg Edition - Manual Shift - Low Kms,craigslist_victoria.csv
victoria,2021,Nissan,Kicks Grade SR,22500.0,excellent,43419,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2021-nissan-kicks-sr-fwd/7887163234.html,2021 Nissan Kicks SR FWD - Great Commuter,craigslist_victoria.csv
victoria,2018,Jeep,Compass Trailhawk,23500.0,good,79401,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2018-jeep-compass/7887123663.html,2018 Jeep Compass Trailhawk 4x4 - low kilometers for the year!,craigslist_victoria.csv
victoria,2023,Kia,Soul EX,25900.0,excellent,15216,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2023-kia-soul-ex-low/7886751078.html,2023 Kia Soul EX - Low Kilometers!,craigslist_victoria.csv
victoria,2023,KIA,Forte EX+ Sedan,24500.0,excellent,67925,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2023-kia-forte-ex-sedan/7886757243.html,2023 Kia Forte EX+ Sedan - Sunroof,craigslist_victoria.csv
victoria,2023,kia,sportage ex premium,29995.0,excellent,80350,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2023-kia-sportage-ex/7882413520.html,2023 Kia Sportage EX Premium AWD,craigslist_victoria.csv
victoria,2024,Kia,Carnival LX+,42900.0,excellent,49792,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2024-kia-carnival-lx-fwd/7886729812.html,2024 Kia Carnival LX+ FWD - Power liftgate and side slides,craigslist_victoria.csv
victoria,2024,Chevrolet,Colorado Trail Boss,48000.0,like new,28009,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2024-chevrolet-colorado/7886888776.html,2024 Chevrolet Colorado 4WD Crew Cab Trail Boss,craigslist_victoria.csv
victoria,2023,Kia,EV6 GT-Line,43000.0,excellent,53284,electric,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2023-kia-ev6-awd-long/7889024097.html,2023 Kia EV6 AWD Long Range w-GT-Line Pkg One,craigslist_victoria.csv
victoria,2023,kia,seltos ex premium awd,27800.0,excellent,62689,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2023-kia-seltos-ex-premium/7889024180.html,2023 Kia Seltos EX Premium AWD,craigslist_victoria.csv
victoria,2021,Kia,Seltos LX AWD,20500.0,excellent,84682,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2021-kia-seltos-lx-awd/7886757983.html,2021 Kia Seltos LX AWD - Great on Fuel,craigslist_victoria.csv
victoria,2020,Kia,Soul EX Limited,18900.0,excellent,114971,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2020-kia-soul-ex-limited/7886761274.html,2020 Kia Soul EX Limited - Great Options here,craigslist_victoria.csv
victoria,2023,Subaru,Outback Limited XT,38888.0,like new,28351,gas,automatic,https://victoria.craigslist.org/ctd/d/richmond-2023-subaru-outback-limited-xt/7889506953.html,2023 Subaru Outback Limited XT - Good Price -,craigslist_victoria.csv
victoria,2019,Honda,Civic Touring,21995.0,excellent,102147,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2019-honda-civic-sedan-touring/7887973486.html,"2019 Honda Civic Sedan Touring - Local,  No Accident, Leather seats, N",craigslist_victoria.csv
victoria,2020,Honda,Accord Touring,31495.0,like new,32515,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2020-honda-accord-sedan-touring/7888340909.html,"2020 Honda Accord Sedan Touring - Local, One Owner,NO accidents, Navig",craigslist_victoria.csv
victoria,2017,Honda,Civic LX,19995.0,excellent,75540,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2017-honda-civic-sedan-lx-no/7887459055.html,"2017 Honda Civic Sedan LX  - No accidents, full service record ,  Appl",craigslist_victoria.csv
victoria,2024,Kia,Niro Wave,48000.0,like new,1284,electric,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2024-kia-niro-ev-wave-fwd/7889506246.html,2024 Kia Niro EV Wave FWD - Top Trim,craigslist_victoria.csv
victoria,2023,nissan,qashqai sv,27900.0,like new,34310,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2023-nissan-qashqai-awd-sv/7888614208.html,2023 Nissan Qashqai AWD SV - low kilometers,craigslist_victoria.csv
victoria,2023,Kia,Telluride X-Pro SUV,51000.0,excellent,30691,gas,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2023-kia-telluride-pro-awd/7888601464.html,2023 Kia Telluride X-Pro AWD w-Terracotta Brown Interior,craigslist_victoria.csv
victoria,2019,kia,niro l,19900.0,excellent,49110,hybrid,automatic,https://victoria.craigslist.org/ctd/d/pitt-meadows-2019-kia-niro-hybrid-fwd/7888602446.html,2019 Kia Niro HYBRID L FWD,craigslist_victoria.csv
victoria,2016,Audi,Q5 2.0T quattro Progressiv,19995.0,excellent,88803,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2016-audi-q5-quattro-20t/7886249981.html,"2016 Audi Q5 quattro 2.0T Progressiv - Local, One owner, lower mileage",craigslist_victoria.csv
victoria,2016,BMW,X5 edrive plug in hybrid Xdrive40e,27495.0,excellent,65551,hybrid,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2016-bmw-x5-edrive-plug-in/7882437266.html,"2016 BMW X5 edrive plug in hybrid AWD 4dr xDrive40e- Local, Low mileag",craigslist_victoria.csv
victoria,2023,Honda,Civic Sport,29995.0,like new,23525,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2023-honda-civic-sedan-sport/7881468936.html,"2023 Honda Civic  Sedan Sport  w/Honda Sensing - sunroof, One owner,",craigslist_victoria.csv
victoria,2019,nissan,rogue sl awd,22495.0,excellent,91807,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2019-nissan-rogue-sl-awd/7888895306.html,"2019 Nissan Rogue SL AWD - Navigation, Leather seats, 360 backup camer",craigslist_victoria.csv
victoria,2025,Nissan,Kicks SV Premium AWD,29995.0,like new,231,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2025-nissan-kicks-sv-premium/7885820464.html,"2025 Nissan Kicks SV Premium  AWD - Local,One owner,  No accidents, Al",craigslist_victoria.csv
victoria,2024,Honda,CR-V Sport Touring hybrid,44995.0,like new,44495,hybrid,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2024-honda-cr-touring-hybrid/7886793161.html,"2024 Honda CR-V Touring  Hybrid AWD - One owner, No accidents, Navigat",craigslist_victoria.csv
victoria,2023,jeep,wrangler sahara 4x4,41995.0,like new,65747,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2023-jeep-wrangler-unlimited/7886902235.html,"2023 Jeep Wrangler  Unlimited Sahara 4x4 -  Local, No accident,  Leath",craigslist_victoria.csv
victoria,2024,Honda,CR-V EX-L,41995.0,like new,16605,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2024-honda-cr-ex-awd-almost-new/7887419406.html,"2024 Honda CR-V EX-L AWD Almost new-Local, One owner,, Leather,Sunroof",craigslist_victoria.csv
victoria,2022,Ford,Maverick Lariat supercrew awd,29995.0,excellent,114911,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2022-ford-maverick-lariat/7887940329.html,"2022 Ford Maverick LARIAT supercrew  AWD - No accident,  WELL EQUIPPED",craigslist_victoria.csv
victoria,2023,Honda,Civic Sport,30495.0,like new,14370,gas,automatic,https://victoria.craigslist.org/ctd/d/burnaby-2023-honda-civic-sedan-sport/7888898597.html,"2023 Honda Civic  Sedan Sport  w/Honda Sensing - No accident,  sunroof",craigslist_victoria.csv
victoria,2023,Honda,Civic Si / SI Manual,26995.0,like new,17941,gas,manual,https://victoria.craigslist.org/ctd/d/burnaby-2023-honda-civic-si-sedan/7888913671.html,"2023  Honda Civic Si Sedan Manual - Local, ONE OWNER, Must See - Burna",craigslist_victoria.csv
victoria,2023,Toyota,Corolla,25295.0,excellent,54848,gas,automatic,https://victoria.craigslist.org/ctd/d/richmond-northeast-2023-toyota-corolla/7889496157.html,"2023 Toyota Corolla LE Sedan: BC LOCAL, LOW KMS",craigslist_victoria.csv
victoria,2022,Genesis,G70 3.3T Advanced,33995.0,excellent,54000,gas,automatic,https://victoria.craigslist.org/ctd/d/richmond-northeast-2022-genesis-g70-33t/7889494482.html,"2022 Genesis G70 3.3T Advanced AWD SUV: 1-OWNER, LOCAL",craigslist_victoria.csv
victoria,2023,Hyundai,IONIQ 5,41295.0,excellent,17300,electric,automatic,https://victoria.craigslist.org/ctd/d/richmond-northeast-2023-hyundai-ioniq/7889492749.html,2023 Hyundai IONIQ 5 Preferred RWD Hatchback Long Range: CLEAN TITLE,craigslist_victoria.csv
victoria,2022,Tesla,Model Y Performance,49995.0,excellent,35600,electric,automatic,https://victoria.craigslist.org/ctd/d/richmond-northeast-2022-tesla-model/7889491327.html,"2022 Tesla Model Y Performance AWD SUV: 1-OWNER, LOW KMS",craigslist_victoria.csv
victoria,2022,Hyundai,Santa Fe,33495.0,excellent,67800,hybrid,automatic,https://victoria.craigslist.org/ctd/d/richmond-northeast-2022-hyundai-santa/7889483330.html,"2022 Hyundai Santa Fe Plug-In Hybrid Luxury AWD SUV: LOCAL, 1-OWNER",craigslist_victoria.csv
victoria,2025,Genesis,G70 3.3T Sport,59600.0,like new,9238,gas,automatic,https://victoria.craigslist.org/ctd/d/richmond-northeast-2025-genesis-g70-33t/7889480820.html,"2025 Genesis G70 3.3T Sport AWD Sedan: LOW LOW KMS, LIKE NEW",craigslist_victoria.csv
victoria,2011,chevrolet,silverado 1500,13000.0,excellent,12346,gas,automatic,https://victoria.craigslist.org/cto/d/central-island-2011-chev-silverado/7879993110.html,2011 CHEV SILVERADO,craigslist_victoria.csv
victoria,2008,Lexus,GX 470 4WD,9995.0,excellent,256112,gas,automatic,https://victoria.craigslist.org/ctd/d/coquitlam-2008-lexus-gx-470-4wd/7889433546.html,2008 Lexus GX 470 4WD,craigslist_victoria.csv
victoria,2014,vw,tiguan,5500.0,good,240900,gas,automatic,https://victoria.craigslist.org/cto/d/victoria-2014-vw-tiguan-km/7889425043.html,2014 VW Tiguan - 240900km.,craigslist_victoria.csv
victoria,1998,MITSUBISHI,DELICA L400 4WD,9995.0,good,206309,gas,automatic,https://victoria.craigslist.org/ctd/d/parksville-right-had-drive-imported/7883767941.html,"Right Had Drive, Imported From Japan, 1998 MITSUBISHI DELICA L400",craigslist_victoria.csv
victoria,2011,Subaru,Outback,5800.0,,290898,gas,manual,https://victoria.craigslist.org/cto/d/victoria-south-2011-subaru-outback-awd/7889401494.html,"2011 Subaru Outback AWD Wgn, Rare 6-Speed, Winter-Ready, Needs Nothing",craigslist_victoria.csv
victoria,2016,dodge,charger,15000.0,good,240000,gas,automatic,https://victoria.craigslist.org/cto/d/victoria-dodge-charger-widebody/7885405622.html,Dodge charger widebody,craigslist_victoria.csv
victoria,1934,Plymouth,?,28500.0,excellent,1234,gas,manual,https://victoria.craigslist.org/cto/d/duncan-1934-plymouth-sedan/7878584547.html,1934 Plymouth Sedan,craigslist_victoria.csv
victoria,2005,honda,civic,6999.0,excellent,340000,gas,automatic,https://victoria.craigslist.org/cto/d/metchosin-honda-civic-2005/7889388072.html,Honda Civic 2005,craigslist_victoria.csv
victoria,2019,Audi,A3 Cabriolet Prestige,35998.0,,67862,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2019-audi-a3-cabriolet/7889385423.html,2019 Audi A3 Cabriolet Prestige | Crash Avoidance | Navigation System,craigslist_victoria.csv
victoria,2025,Honda,Ridgeline Black Edition,58998.0,,6026,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2025-honda-ridgeline-black/7889383459.html,2025 Honda Ridgeline Black Edition | Accident Free | Navigation System,craigslist_victoria.csv
victoria,2023,Volvo,XC40 B5 Ultimate,46800.0,like new,17398,hybrid,automatic,https://victoria.craigslist.org/ctd/d/nanaimo-north-like-new-volvo-xc40-b5/7889379192.html,LIKE NEW Volvo XC40 B5 AWD Ultimate Bright Theme,craigslist_victoria.csv
victoria,2025,Honda,CRV Hybrid EX-L,47998.0,,19860,hybrid,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2025-honda-crv-hybrid-ex/7889377294.html,2025 Honda CRV Hybrid EX-L | Accident Free | One Owner,craigslist_victoria.csv
victoria,2018,Honda,Civic Coupe SI,29998.0,,62371,gas,manual,https://victoria.craigslist.org/ctd/d/courtenay-2018-honda-civic-coupe-si-one/7889377177.html,2018 Honda Civic Coupe SI | One Owner | Crash Avoidance,craigslist_victoria.csv
victoria,2022,Dodge,Durango Citadel,46998.0,,60932,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2022-dodge-durango-citadel/7889377060.html,2022 Dodge Durango Citadel | Accident Free | Crash Avoidance,craigslist_victoria.csv
victoria,2018,Kia,Sportage EX,15998.0,,140397,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2018-kia-sportage-ex-accident/7889376954.html,2018 Kia Sportage EX | Accident Free | One Owner,craigslist_victoria.csv
victoria,2016,Audi,A7 3.0T Technik,25998.0,,136236,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2016-audi-a7-30t-technik/7889376735.html,2016 Audi A7 3.0T Technik | Crash Avoidance | Navigation System,craigslist_victoria.csv
victoria,2019,Honda,CRV EX-L,29998.0,,130954,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2019-honda-crv-ex-crash/7889375656.html,2019 Honda CRV EX-L | Crash Avoidance | Leather Interior,craigslist_victoria.csv
victoria,2021,Cadillac,XT5 Premium Luxury,41998.0,,74694,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2021-cadillac-xt5-premium/7889375431.html,2021 Cadillac XT5 Premium Luxury | Accident Free | Navigation System,craigslist_victoria.csv
victoria,2021,Audi,e-tron SUV quattro Premium,47800.0,like new,43200,electric,automatic,https://victoria.craigslist.org/ctd/d/nanaimo-north-beautiful-audi-tron/7888567733.html,Beautiful Audi E-Tron Quattro Progressiv,craigslist_victoria.csv
victoria,2021,Toyota,Corolla L,22998.0,,57638,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2021-toyota-corolla-bluetooth/7889374998.html,2021 Toyota Corolla L | Bluetooth | Crash Avoidance,craigslist_victoria.csv
victoria,2016,Mazda,Mazda3 GS,19998.0,,62801,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2016-mazda-mazda3-gs-accident/7889374957.html,2016 Mazda Mazda3 GS | Accident Free | Navigation System,craigslist_victoria.csv
victoria,2021,Audi,Q8 Progressiv,51998.0,,92671,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2021-audi-q8-progressiv/7889374805.html,2021 Audi Q8 Progressiv | Accident Free | Crash Avoidance,craigslist_victoria.csv
victoria,2022,Acura,TLX Platinum Elite,42998.0,,17773,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2022-acura-tlx-platinum-elite/7889374690.html,2022 Acura TLX Platinum Elite | Accident Free | One Owner,craigslist_victoria.csv
victoria,2025,Toyota,4-Runner,86979.0,like new,2350,hybrid,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2025-toyota-tacoma-trd/7888800801.html,2025 Toyota Tacoma TRD Off Road Hybrid,craigslist_victoria.csv
victoria,2024,Toyota,Tacoma TRD Off Road,64998.0,,7237,gas,automatic,https://victoria.craigslist.org/ctd/d/courtenay-2024-toyota-tacoma-trd-off/7889374568.html,2024 Toyota Tacoma TRD Off Road | Accident Free | Crash Avoidance,craigslist_victoria.csv
victoria,2023,Chevrolet,Silverado 1500 RST,55999.0,excellent,63050,gas,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2023-chevrolet-silverado/7886095446.html,2023 Chevrolet Silverado 1500 RST Z71,craigslist_victoria.csv
victoria,2021,Ford,F-150 F-Series,45488.0,excellent,95892,gas,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2021-150-xlt-302a-sport/7886103420.html,2021 F-150 XLT 302A Sport FX4 – Max Tow,craigslist_victoria.csv
victoria,2022,Ford,F-150 SuperCrew,46932.0,excellent,19650,gas,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2022-ford-150-xlt-27/7886279991.html,2022 Ford F-150 XLT 2.7 EcoBoost,craigslist_victoria.csv
victoria,2023,Toyota,Tacoma SR5,51999.0,excellent,32300,gas,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2023-toyota-tacoma-trd/7882467673.html,2023 Toyota Tacoma TRD Off-Road,craigslist_victoria.csv
victoria,2022,Ford,F-150 SuperCrew,59981.0,excellent,45200,gas,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2022-ford-150-tremor/7882437489.html,2022 Ford F-150 TREMOR,craigslist_victoria.csv
victoria,2019,Audi,Q8 S Line quattro Prestige,44300.0,excellent,71260,gas,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2019-audi-q8-technik/7887202979.html,2019 Audi Q8 Technik Quattro S-Line,craigslist_victoria.csv
victoria,2010,Nissan,370Z,20999.0,excellent,49607,gas,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2010-nissan-370z-touring/7879383649.html,2010 Nissan 370Z Touring Sport Auto – LOW KM’s!,craigslist_victoria.csv
victoria,2013,Subaru,Impreza,10980.0,good,209540,gas,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2013-subaru-impreza-awd/7886308785.html,2013 Subaru Impreza AWD,craigslist_victoria.csv
victoria,2021,Ford,F-350 F-Series Super Duty - Single Rear Wheel,68999.0,excellent,129800,diesel,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2021-ford-350-lariat/7888837792.html,2021 Ford F-350 Lariat Sport Ultimate Diesel 8ft Box,craigslist_victoria.csv
victoria,2021,kia,forte gt,24888.0,,89297,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2021-kia-forte-gt-only-89/7881692630.html,2021 Kia Forte GT — 🔑 Only 89 K! Great Deal - Quick Financing,craigslist_victoria.csv
victoria,2017,Mercedes-Benz,C300-4M,20999.0,excellent,99400,gas,automatic,https://victoria.craigslist.org/ctd/d/campbell-river-2017-mercedes-c300-4matic/7889372258.html,2017 Mercedes C300 4MATIC,craigslist_victoria.csv
victoria,2023,lexus,ux 250h,43888.0,,14473,hybrid,automatic,https://victoria.craigslist.org/ctd/d/victoria-lexus-ux-250h-sport/7881703029.html,Lexus UX 250h F Sport,craigslist_victoria.csv
victoria,2021,maserati,levante,52888.0,,88551,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2021-maserati-levante-luxury/7881704393.html,2021 Maserati Levante — Luxury SUV 💎 | Low km | No accidents!,craigslist_victoria.csv
victoria,2020,kia,forte5 ex,18888.0,,65312,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2020-kia-forte5-ex-hatchback/7881692251.html,"2020 Kia Forte5 EX Hatchback — Only 65 K! Local BC, No Accidents!",craigslist_victoria.csv
victoria,2019,volkswagen,jetta s,16888.0,,98084,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2019-volkswagen-jetta-only-98/7881721537.html,2019 Volkswagen Jetta S — Only 98 K! Great Value & Easy Approval!,craigslist_victoria.csv
victoria,2018,volkswagen,tiguan,19888.0,,116445,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2018-volkswagen-tiguan-se/7883665446.html,2018 Volkswagen Tiguan SE 4Motion 🚗 🔑 Flexible financing options,craigslist_victoria.csv
victoria,2018,volkswagen,atlas,20888.0,,120055,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2018-volkswagen-atlas-spacious/7881716066.html,2018 Volkswagen Atlas 💎 Spacious 7-Seater — Perfect for Families!,craigslist_victoria.csv
victoria,2017,mitsubishi,mirage g4,9995.0,,123885,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2017-mitsubishi-mirage-g4-es/7881708762.html,"2017 Mitsubishi Mirage G4 ES — Affordable, Reliable, and Efficient!",craigslist_victoria.csv
victoria,2017,bmw,x3 xdrive28i,16888.0,,135004,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2017-bmw-x3-xdrive28i-suv-awd/7880809562.html,2017 BMW X3 xDrive28i SUV — AWD Luxury 🔷 - Quick Approval!,craigslist_victoria.csv
victoria,2016,jeep,cherokee sport,12888.0,,128078,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2016-jeep-cherokee-sport-no/7881690512.html,2016 Jeep Cherokee Sport — No Accidents🚘 - Quick Approval Financing!,craigslist_victoria.csv
victoria,2023,jeep,wrangler rubicon,49888.0,,27813,hybrid,automatic,https://victoria.craigslist.org/ctd/d/victoria-2023-jeep-wrangler-rubicon/7881691248.html,2023 Jeep Wrangler Rubicon — 🔋Hybrid 4x4 - Easy Financing!,craigslist_victoria.csv
victoria,2022,dodge,durango r/t,43888.0,,88765,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2022-dodge-durango-t-plus/7880813200.html,2022 Dodge Durango R/T Plus — 💫 Sporty & Powerful - Easy Financing!,craigslist_victoria.csv
victoria,2015,dodge,grand caravan,9995.0,,156085,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2015-dodge-grand-caravan/7880812819.html,2015 Dodge Grand Caravan — Family Van 🚐 Easy Financing Available,craigslist_victoria.csv
victoria,2024,nissan,versa s,19995.0,,32155,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2024-nissan-versa-no-accidents/7881709971.html,2024 Nissan Versa S — 💫 No Accidents - Easy Financing,craigslist_victoria.csv
victoria,2023,ford,escape active,25888.0,,59459,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2023-ford-escape-active-only/7880814362.html,"2023 Ford Escape Active — ⚪ Only 59 K, No Accidents - Easy Financing",craigslist_victoria.csv
victoria,2019,ford,escape sel,19995.0,,90661,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2019-ford-escape-sel-low-km/7880815578.html,"2019 Ford Escape SEL — 💥 Low KM AWD - Great Deal, Easy Financing",craigslist_victoria.csv
victoria,2022,tesla,3,36888.0,,104053,electric,automatic,https://victoria.craigslist.org/ctd/d/victoria-2022-tesla-model-electric/7881711303.html,"2022 Tesla Model 3 — 🔋Electric Drive - Great Deal, Easy Financing!",craigslist_victoria.csv
victoria,2018,audi,q3,16888.0,,144532,gas,automatic,https://victoria.craigslist.org/ctd/d/surrey-2018-audi-q3-quattro-great-suv/7883661410.html,"2018 Audi Q3 Quattro — 🖤 Great SUV, Great Price, Easy Financing",craigslist_victoria.csv
victoria,2012,dodge,challenger r/t,19995.0,,121238,gas,automatic,https://victoria.craigslist.org/ctd/d/victoria-2012-dodge-challenger-t-coupe/7880811789.html,2012 Dodge Challenger R/T Coupe — Muscle Icon ♠️ Easy Financing!,craigslist_victoria.csv
