city,year,make,model,price,condition,odometer,fuel,transmission,url,title,source_file
ottawa,2012,kia,sedona,5000.0,good,176000,gas,automatic,https://ottawa.craigslist.org/cto/d/ottawa-seater-kia-sedona-for-sale/7889460399.html,7 seater Kia Sedona for sale,craigslist_ottawa.csv
ottawa,1959,chevrolet,corvette,6500.0,good,142887,gas,automatic,https://ottawa.craigslist.org/cto/d/renfrew-1959-chevrolet-corvette/7889169769.html,1959 chevrolet corvette,craigslist_ottawa.csv
ottawa,1985,Toyota,?,45000.0,good,350000,diesel,manual,https://ottawa.craigslist.org/cto/d/fabreville-toyota/7889054531.html,Toyota,craigslist_ottawa.csv
ottawa,2015,gmc,yukon,8000.0,like new,92,gas,automatic,https://ottawa.craigslist.org/cto/d/ottawa-gmc-denali/7888667196.html,Gmc Denali,craigslist_ottawa.csv
ottawa,1974,lotus,europa,5500.0,excellent,145000,gas,manual,https://ottawa.craigslist.org/cto/d/renfrew-1974-lotus-europia-special/7887807070.html,1974 lotus europia special,craigslist_ottawa.csv
ottawa,1999,land,rover defender,51900.0,good,154000,diesel,manual,https://ottawa.craigslist.org/cto/d/kanata-rare-1999-land-rover-defender-90/7863028737.html,Rare 1999 Land Rover Defender 90 Turbo 2.5L Heritage Special Edition,craigslist_ottawa.csv
ottawa,2011,Audi,Q5 Premium Plus,3000.0,salvage,148000,gas,automatic,https://ottawa.craigslist.org/cto/d/hull-southwest-2011-audi-q5-premium/7887126885.html,2011 Audi Q5 Premium Plus For Sale,craigslist_ottawa.csv
ottawa,1980,1980ford,Shay,18500.0,excellent,13200,gas,manual,https://ottawa.craigslist.org/cto/d/stittsville-1980-ford-shay/7886182518.html,1980 Ford shay,craigslist_ottawa.csv
ottawa,2019,Hyundai,Tucson,16007.0,excellent,160165,gas,automatic,https://ottawa.craigslist.org/ctd/d/pembroke-2019-hyundai-tucson-preferred/7885827116.html,"2019 Hyundai Tucson Preferred – Clean, Reliable SUV",craigslist_ottawa.csv
ottawa,2022,KZ-RV,Sportsmen,17998.0,like new,1,other,other,https://ottawa.craigslist.org/ctd/d/pembroke-2022-sportsmen-191bhk-family/7885752643.html,"2022 Sportsmen 191BHK – Family Bunkhouse, 22ft, Easy Tow",craigslist_ottawa.csv
ottawa,2013,mercedes,benz g63 amg,55000.0,excellent,98000,gas,automatic,https://ottawa.craigslist.org/cto/d/ottawa-2013-mercedes-benz-63-amg/7885330064.html,2013 Mercedes-Benz G 63 AMG,craigslist_ottawa.csv
ottawa,2020,BMW,M5 Competition,109999.0,like new,53000,gas,automatic,https://ottawa.craigslist.org/cto/d/rideau-lakes-area-2020-bmw-m5/7885108714.html,"2020 BMW M5 Competition | Immaculate | 53,000 km | New Tires",craigslist_ottawa.csv
ottawa,2018,hyundai,kona,20000.0,good,160000,gas,automatic,https://ottawa.craigslist.org/cto/d/val-des-monts-hyundai-kona/7882878961.html,Hyundai Kona,craigslist_ottawa.csv
vancouver,1989,Race,Car Model,350.0,good,350.0,other,other,https://vancouver.craigslist.org/van/cto/d/vancouver-race-car-poster-print/7867294276.html,Race Car Poster Print,craigslist_vancouver.csv
vancouver,2024,toyota,prius prime xle,36888.0,,41684.0,hybrid,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2024-toyota-prius-xle/7889817125.html,2024 Toyota Prius XLE,craigslist_vancouver.csv
vancouver,2018,mercedes-benz,e-class,66888.0,,132818.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/coquitlam-2018-mercedes-benz-class-amg/7889816989.html,2018 Mercedes-Benz E-Class AMG E 63 S,craigslist_vancouver.csv
vancouver,1972,Consoldated,?,5000.0,good,1234.0,diesel,manual,https://vancouver.craigslist.org/rds/cto/d/kelowna-1972-us-military-gamma-goat/7879396343.html,1972 US military gamma goat,craigslist_vancouver.csv
vancouver,2020,mercedes-benz,glc glc 300,38888.0,,75960.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/coquitlam-2020-mercedes-benz-glc-glc-300/7889816450.html,2020 Mercedes-Benz GLC GLC 300,craigslist_vancouver.csv
vancouver,2015,lamborghini,huracan,280000.0,excellent,32000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-2015-lamborghini-huracn-lp610/7889816411.html,2015 Lamborghini Huracán LP610-4 Coupe – Canada’s Only LBWK Widebody,craigslist_vancouver.csv
vancouver,2017,maserati,levante,38688.0,,92000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/vancouver-2017-maserati-levante/7889815726.html,2017 Maserati Levante S,craigslist_vancouver.csv
vancouver,2012,mini,cooper s,9900.0,good,193000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/surrey-2012-mini-cooper-automatic/7889815503.html,"2012 Mini Cooper S, automatic",craigslist_vancouver.csv
vancouver,2002,nissan,versa sl,4450.0,excellent,223000.0,gas,manual,https://vancouver.craigslist.org/van/cto/d/vancouver-2008-nissan-vera-sl-runs/7881131145.html,2008 nissan vera sl runs great ! Good on gas,craigslist_vancouver.csv
vancouver,2008,nissan,versa sl,4250.0,excellent,230000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2008-nissan-versa-sl/7880872607.html,2008 nissan versa SL,craigslist_vancouver.csv
vancouver,2020,Mercedes-Benz,GLA 250,118.0,,60648.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2020-mercedes-benz-gla-250/7889815108.html,2020 Mercedes-Benz GLA 250,craigslist_vancouver.csv
vancouver,2014,Ford,F-150,13500.0,excellent,233000.0,gas,automatic,https://vancouver.craigslist.org/nvn/cto/d/north-vancouver-northwest-central-2014/7889814962.html,2014 Ford F-150 Supercab HDPP with 8' box Xtra Clean,craigslist_vancouver.csv
vancouver,2020,jaguar,f-pace,27888.0,,103388.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2020-jaguar-pace-300-sport/7889814865.html,2020 Jaguar F-Pace 300 SPORT,craigslist_vancouver.csv
vancouver,2019,land,rover range rover sport,43888.0,,70877.0,diesel,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2019-land-rover-range-rover/7889814261.html,2019 Land Rover Range Rover Sport HSE,craigslist_vancouver.csv
vancouver,2023,mercedes-benz,c-class,55888.0,,58371.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2023-mercedes-benz-class-amg/7889813581.html,2023 Mercedes-Benz C-Class AMG C 43,craigslist_vancouver.csv
vancouver,2012,subaru,outback,14000.0,excellent,149000.0,gas,automatic,https://vancouver.craigslist.org/nvn/cto/d/west-vancouver-2012-subaru-outback/7889813577.html,2012 Subaru Outback,craigslist_vancouver.csv
vancouver,2019,bmw,x3 xdrive30i,24888.0,,57942.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2019-bmw-x3-xdrive30i/7889812789.html,2019 BMW X3 xDrive30i,craigslist_vancouver.csv
vancouver,2015,Volkswagen,Jetta 1.8 TSI Highline,11600.0,excellent,146598.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-2015-volkswagen-jetta-highline/7889811932.html,2015 Volkswagen Jetta - Highline 1.8 TSI,craigslist_vancouver.csv
vancouver,2007,ford,explorer,5000.0,good,185000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2007-ford-explorer/7889811628.html,2007 ford explorer,craigslist_vancouver.csv
vancouver,2011,mercedes,benz c350,18000.0,like new,32000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2011-mercedes-amg-c350-4matic/7886131868.html,"2011 Mercedes AMG C350 4MATIC, 32,428 KM",craigslist_vancouver.csv
vancouver,2010,hyundai,accent,4000.0,,192000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2010-hyundai-accent/7889811154.html,2010 Hyundai Accent - Maintenance FREE for Miles,craigslist_vancouver.csv
vancouver,2008,ford,ranger,16000.0,like new,14428.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2008-ford-ranger-auto/7888163476.html,"2008 Ford Ranger Auto 14,428 Original KM",craigslist_vancouver.csv
vancouver,2013,Mitsubishi,I-miev,6999.0,excellent,26000.0,electric,automatic,https://vancouver.craigslist.org/bnc/cto/d/burnaby-2013-mitsubishi-miev-electric/7886210715.html,2013 Mitsubishi I-Miev Electric Car,craigslist_vancouver.csv
vancouver,2014,Toyota,Prius V,16999.0,good,195500.0,hybrid,automatic,https://vancouver.craigslist.org/bnc/cto/d/burnaby-2014-toyota-prius/7889364917.html,2014 Toyota Prius V,craigslist_vancouver.csv
vancouver,2010,honda,fit sport,12000.0,good,101000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/new-westminster-2010-honda-fit-sport/7889808685.html,2010 Honda Fit Sport,craigslist_vancouver.csv
vancouver,2010,volkswagen,golf gti,12500.0,good,158000.0,gas,manual,https://vancouver.craigslist.org/van/cto/d/vancouver-2010-volkswagen-golf-gti/7889808668.html,2010 Volkswagen Golf GTI,craigslist_vancouver.csv
vancouver,2011,land,rover range rover supercharged,21900.0,excellent,203000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/surrey-outer-northwest-2011-range-rover/7877918001.html,2011 Range Rover Supercharged (Full Size),craigslist_vancouver.csv
vancouver,2013,Lexus,RX 450h,19950.0,good,207000.0,hybrid,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-lexus-2013-rx450h/7889807753.html,Lexus 2013 RX450h,craigslist_vancouver.csv
vancouver,2022,F-150,Tremor SuperCrew 5.5' Box,59900.0,excellent,34000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-2022-ford-150-tremor-4wd/7889806602.html,2022 Ford F-150 Tremor 4WD SuperCrew 5.5' Box 34k only!,craigslist_vancouver.csv
vancouver,2016,toyota,rav4,22800.0,good,140583.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/port-coquitlam-north-2016-toyota-rav4/7889806321.html,2016 Toyota Rav4 Ltd For Sale,craigslist_vancouver.csv
vancouver,2000,Honda,?,4500.0,good,340000.0,gas,manual,https://vancouver.craigslist.org/van/cto/d/vancouver-2000-honda-crv-manual/7889804999.html,2000 Honda CRV  Manual  Transmission  New clutch,craigslist_vancouver.csv
vancouver,2016,Toyota,Sienna,27900.0,excellent,155000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-2016-toyota-sienna-limited-awd/7878340055.html,"2016 Toyota sienna Limited AWD, top of the line!",craigslist_vancouver.csv
vancouver,2016,toyota,rav4,13850.0,excellent,84000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/burnaby-toyota-rav-all-wheel-drive/7889802983.html,TOYOTA RAV 4 2016 ALL WHEEL DRIVE,craigslist_vancouver.csv
vancouver,2019,Nissan,Rogue,14900.0,excellent,133000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-2019-nissan-rogue-awd-apple/7887955817.html,"2019 NISSAN ROGUE S AWD, Apple car play",craigslist_vancouver.csv
vancouver,1999,toyota,4runner,14400.0,good,271000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-runner-sr5/7889802603.html,1999 4runner sr5,craigslist_vancouver.csv
vancouver,2018,hyundai,elantra,11850.0,like new,139000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/burnaby-hyundai-elantra-2018/7889802171.html,Hyundai Elantra 2018,craigslist_vancouver.csv
vancouver,2010,Chevrolet,Aveo,5500.0,like new,60000.0,gas,automatic,https://vancouver.craigslist.org/nvn/cto/d/north-vancouver-super-low-km/7889801875.html,Super low km,craigslist_vancouver.csv
vancouver,2007,Mitsubishi,Galant,4100.0,excellent,160000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/vancouver-mitsubishi-galant/7885884194.html,Mitsubishi galant,craigslist_vancouver.csv
vancouver,1991,chevrolet,camaro convertible,21900.0,excellent,10000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/langley-township-southwest-1991/7885046687.html,1991 Chevrolet Convertible Camaro,craigslist_vancouver.csv
vancouver,1979,Cadillac,Sedan,14750.0,excellent,79000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/langley-township-southwest-1979/7875010645.html,1979 Cadillac Seville,craigslist_vancouver.csv
vancouver,1937,Chrysler,Air Flow,38000.0,like new,1000.0,gas,manual,https://vancouver.craigslist.org/pml/cto/d/langley-township-southwest-1937/7876301279.html,1937 Chrysler AirFlow Serdan,craigslist_vancouver.csv
vancouver,1951,Mercury,Monterey,29500.0,like new,15000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/langley-township-southwest-1951-mercury/7874314540.html,1951 Mercury Sports Sedan,craigslist_vancouver.csv
vancouver,1977,chevrolet,corvette coupe,18500.0,good,70000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/langley-township-southwest-1977/7864232161.html,1977 Corvette Coupe C3/L82,craigslist_vancouver.csv
vancouver,1961,ford,galaxie 500 convertible,26900.0,excellent,25000.0,gas,automatic,https://vancouver.craigslist.org/pml/cto/d/langley-township-southwest-1961-ford/7886079103.html,1961 Ford Galaxie Convertible,craigslist_vancouver.csv
vancouver,1957,Ford,Club Victoria,35000.0,like new,5000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/langley-township-southwest-1957-ford/7886080131.html,1957 Ford Club Victoria HT,craigslist_vancouver.csv
vancouver,1955,Chevrolet,210,59999.0,excellent,1000.0,gas,manual,https://vancouver.craigslist.org/rds/cto/d/langley-township-southwest-1955/7868649081.html,1955 Chevrolet 2100 Series Model 2124 2 Door Delray Club Coupe V8,craigslist_vancouver.csv
vancouver,1940,Ford,Deluxe Convertible,72000.0,excellent,5000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/langley-township-southwest-1940-ford/7885291938.html,1940 Ford Deluxe Convertible Streetrod,craigslist_vancouver.csv
vancouver,1997,bmw,528i,6000.0,excellent,168000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/vancouver-bmw-e39-528i/7875083145.html,Bmw E39 528i,craigslist_vancouver.csv
vancouver,2013,hyundai,santa fe,7950.0,excellent,137000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/burnaby-hyundai-senta-fe-2013/7889799097.html,HYUNDAI SENTA FE 2013,craigslist_vancouver.csv
vancouver,2015,honda,cr-v,12850.0,excellent,194000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/burnaby-honda-crv-touring-edition-2015/7889798598.html,HONDA CRV TOURING EDITION 2015,craigslist_vancouver.csv
vancouver,2011,GMC,SIERRA K1500 SL,10800.0,excellent,245254.0,gas,automatic,https://vancouver.craigslist.org/van/ctd/d/vancouver-gmc-sierra-k1500-sl/7889799221.html,GMC SIERRA K1500 SL,craigslist_vancouver.csv
vancouver,2009,gmc,sierra 1500,15900.0,like new,197300.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/delta-2009-gmc-sierra-1500-slt-crew-cab/7889798544.html,2009 GMC Sierra 1500 Slt Crew Cab 4x4,craigslist_vancouver.csv
vancouver,2018,dodge,ram 3500,59500.0,like new,111700.0,diesel,automatic,https://vancouver.craigslist.org/nvn/cto/d/north-vancouver-northwest-2018-dodge/7886274100.html,2018 Dodge Ram 3500 Laramie,craigslist_vancouver.csv
vancouver,2005,mazda,3,4995.0,,220856.0,gas,automatic,https://vancouver.craigslist.org/pml/cto/d/surrey-upper-west-2005-mazda-mazda3-gs/7889794208.html,2005 Mazda MAZDA3 GS Automatic,craigslist_vancouver.csv
vancouver,2002,dodge,ram 3500,11500.0,excellent,203000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/delta-east-2002-dodge-ram-3500-extended/7888919031.html,2002 Dodge Ram 3500 Extended Cargo Van,craigslist_vancouver.csv
vancouver,2011,chevrolet,cruze lt,6888.0,good,171128.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/surrey-2011-chevrolet-cruze-lt-turbo/7889794314.html,2011 Chevrolet Cruze LT Turbo,craigslist_vancouver.csv
vancouver,2013,hyundai,veloster,4900.0,,225000.0,gas,manual,https://vancouver.craigslist.org/van/cto/d/vancouver-2012-hyundai-veloster-hot/7871399106.html,"2012 Hyundai Veloster HOT HATCH cheap gas, cheap maintain and run",craigslist_vancouver.csv
vancouver,2006,mini,cooper convertible,5900.0,,210999.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2007-mini-cooper-convertible/7884706500.html,2007 Mini Cooper convertible ($900 OFF to sell),craigslist_vancouver.csv
vancouver,2018,hyundai,sonata,13850.0,like new,84000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/burnaby-hyundai-sonata-sports-limited/7889796734.html,HYUNDAI SONATA SPORTS LIMITED EDITION,craigslist_vancouver.csv
vancouver,2004,toyota,4runner limited,8900.0,good,416753.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/surrey-limited-v8-toyota-runner/7887927453.html,Limited V8 Toyota 4 Runner,craigslist_vancouver.csv
vancouver,2003,bmw,x5,12500.0,excellent,155000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/delta-southwest-2003-bmw-x5-suv/7889796272.html,"2003 BMW X5, SUV",craigslist_vancouver.csv
vancouver,2012,nissan,quest sl,7900.0,excellent,223000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-south-2012-nissan-quest-sl/7889795578.html,2012 Nissan Quest SL,craigslist_vancouver.csv
vancouver,2010,mini,cooper,6900.0,excellent,129000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-south-2010-mini-cooper/7889795532.html,2010 Mini Cooper,craigslist_vancouver.csv
vancouver,2009,mazda,cx-7,6900.0,excellent,203000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-south-2009-mazda-cx-gt-awd/7889795478.html,2009 Mazda CX-7 GT AWD,craigslist_vancouver.csv
vancouver,2010,lincoln,mkz,5500.0,excellent,186000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-2010-lincoln-mkz/7889795426.html,2010 Lincoln MKZ,craigslist_vancouver.csv
vancouver,1998,Mercedes,420 SEL,7700.0,excellent,122000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-south-1989-mercedes-benz-420sel/7889795382.html,1989 Mercedes Benz 420SEL,craigslist_vancouver.csv
vancouver,1982,chevrolet,corvette,25000.0,excellent,160000.0,diesel,automatic,https://vancouver.craigslist.org/rds/cto/d/delta-northeast-chevy-corvette-mint/7877970446.html,Chevy Corvette  **Mint condition**,craigslist_vancouver.csv
vancouver,2013,chevrolet,camaro,15895.0,good,116569.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/surrey-2013-chevrolet-camaro/7889794717.html,2013 Chevrolet Camaro,craigslist_vancouver.csv
vancouver,2014,jeep,wrangler,18780.0,good,124142.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/surrey-jeep-wrangler/7889794476.html,Jeep Wrangler,craigslist_vancouver.csv
vancouver,2002,honda,civic,4995.0,,238000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/surrey-upper-west-2002-honda-civic/7889794133.html,2002 honda civic,craigslist_vancouver.csv
vancouver,2015,mercedes,benz c63 amg,44999.0,excellent,111053.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-2015-c63-amg/7877960975.html,2015 C63 AMG,craigslist_vancouver.csv
vancouver,2006,honda,civic hybrid,6995.0,,241000.0,hybrid,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-2006-honda-civic-hybrid/7889793168.html,2006 HONDA CIVIC HYBRID,craigslist_vancouver.csv
vancouver,2018,ford,f150,28888.0,excellent,205685.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/richmond-2018-ford-f150-platinum-50l/7889793121.html,2018 FORD F150 PLATINUM 5.0L,craigslist_vancouver.csv
vancouver,2007,cadillac,cts,9500.0,excellent,84619.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/richmond-2007-cadillac-cts/7889792774.html,2007 CADILLAC CTS,craigslist_vancouver.csv
vancouver,2015,dodge,ram 1500,15888.0,,181698.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/richmond-2015-ram-1500-slt/7889792728.html,2015 RAM 1500 SLT,craigslist_vancouver.csv
vancouver,2011,toyota,scion xd,8998.0,,154000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/richmond-2011-scion-xd/7889792687.html,2011 SCION XD,craigslist_vancouver.csv
vancouver,2007,hyundai,santa fe sport,5995.0,,188095.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/richmond-2007-hyundai-santa-fe/7889792604.html,2007 Hyundai Santa Fe,craigslist_vancouver.csv
vancouver,2019,ford,escape,16859.0,excellent,95000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/richmond-2019-ford-escape-clean-title/7889792565.html,2019 FORD ESCAPE CLEAN TITLE,craigslist_vancouver.csv
vancouver,2016,hyundai,tucson limited,13998.0,,150000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/richmond-2016-hyundai-tucson-limited-awd/7889792521.html,2016 HYUNDAI TUCSON LIMITED AWD,craigslist_vancouver.csv
vancouver,2019,ford,mustang,270.0,,44000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/richmond-2019-ford-mustang-ecoboost/7889792479.html,2019 Ford Mustang EcoBoost PREMIUM FASTBACK (WITH EXHAUST),craigslist_vancouver.csv
vancouver,2012,honda,civic,15888.0,excellent,71000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/richmond-2012-honda-civic/7889792440.html,2012 HONDA CIVIC,craigslist_vancouver.csv
vancouver,2025,ISUZU,NPR-HD,,new,300.0,diesel,automatic,https://vancouver.craigslist.org/van/ctd/d/new-westminster-southwest-2025-isuzu/7889792697.html,2025 ISUZU NPR-HD DIESEL W/ 16 FT BOX+STEP BUMPER (COURIERS SPECIAL),craigslist_vancouver.csv
vancouver,1999,toyota,camry LE,3300.0,good,217000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/surrey-inner-northwest-1999-toyota/7889791332.html,1999 Toyota Camry LE .. Automatic.. Clean Title,craigslist_vancouver.csv
vancouver,2025,ISUZU,NPR-HD,,new,10.0,gas,automatic,https://vancouver.craigslist.org/van/ctd/d/new-westminster-southwest-2025-isuzu/7889791075.html,2025 ISUZU NRR GAS W/ 16 FT BOX/STEP BUMPER,craigslist_vancouver.csv
vancouver,2003,nissan,sentra,1750.0,,170000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/vancouver-nissan-sentra-km/7889789573.html,Nissan Sentra 2003 (170km ),craigslist_vancouver.csv
vancouver,2013,hyundai,santa fe,7950.0,new,137000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/burnaby-2013-hyundai-santa-fe-front/7889789287.html,2013 Hyundai Santa Fe FRONT WHEEL DRIVE PERFECT CONDITION,craigslist_vancouver.csv
vancouver,2025,ISUZU,NRR GAS,104995.0,new,10.0,gas,automatic,https://vancouver.craigslist.org/van/ctd/d/new-westminster-southwest-2025-nrr-gas/7889789387.html,2025 NRR GAS W/ 20 FT BOX/ICC BUMPER,craigslist_vancouver.csv
vancouver,2025,ISUZU,NRR DIESEL,,new,300.0,diesel,automatic,https://vancouver.craigslist.org/van/ctd/d/new-westminster-southwest-2025-isuzu/7889787269.html,2025 ISUZU NRR DIESEL W/ 24 FT BOX + RAMP *MOVERS SPECIAL*,craigslist_vancouver.csv
vancouver,2016,Fiat,500X Sport AWD,15000.0,excellent,66000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2016-fiat-500x-awd-sport66000/7871450791.html,"2016 Fiat 500X AWD Sport...66,000 Kms",craigslist_vancouver.csv
vancouver,2007,hummer,h3,9000.0,excellent,267000.0,gas,manual,https://vancouver.craigslist.org/van/cto/d/vancouver-2007-hummer-h3-5spd/7887013164.html,2007 Hummer H3 5spd,craigslist_vancouver.csv
vancouver,2008,hummer,h3,18500.0,excellent,186600.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-2008-hummer-h3/7886883097.html,2008 Hummer H3,craigslist_vancouver.csv
vancouver,1967,Ford,Thunderbird,27000.0,excellent,85000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/white-rock-classic-car-1967-ford/7875721572.html,CLASSIC CAR.  1967 FORD THUNDERBIRD COUPE.  PRICE REDUCED,craigslist_vancouver.csv
vancouver,2017,dodge,journey gt,6500.0,excellent,137000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/burnaby-2017-dodge-journey-gt-all-wheel/7889783515.html,2017 Dodge Journey GT ALL WHEEL DRIVE,craigslist_vancouver.csv
vancouver,2023,Ford,Transit 350,59200.0,like new,16600.0,electric,automatic,https://vancouver.craigslist.org/pml/cto/d/port-moody-2023-ford-transit-350-high/7868098806.html,"2023 Ford E-Transit 350 HIGH ROOF+FULLY ELECTRIC- 148"" Wheelbase",craigslist_vancouver.csv
vancouver,2008,jeep,grand cherokee limited 4x4,7500.0,excellent,180000.0,gas,automatic,https://vancouver.craigslist.org/bnc/cto/d/burnaby-2008-jeep-grand-cherokee-diesel/7889781890.html,2008 Jeep Grand Cherokee Diesel 4x4,craigslist_vancouver.csv
vancouver,2012,chevrolet,cruze ltz,7000.0,excellent,123000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/burnaby-chevrolet-cruze-ltz-rs/7888701691.html,Chevrolet Cruze LTZ RS –,craigslist_vancouver.csv
vancouver,2016,volkswagen,gti,24500.0,excellent,54000.0,gas,automatic,https://vancouver.craigslist.org/nvn/cto/d/north-vancouver-inner-east-2016/7889780424.html,2016 Volkswagen GTI,craigslist_vancouver.csv
vancouver,2017,Ford,Explorer XLT,19000.0,excellent,167000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/delta-southeast-2017-ford-explorer/7888866999.html,2017 ford explorer,craigslist_vancouver.csv
vancouver,2011,kia,soul +,2999.0,,201500.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/surrey-north-2011-kia-soul-plus-speed/7887960886.html,2011 Kia Soul plus (5 speed),craigslist_vancouver.csv
vancouver,2004,Ford,E-150,5300.0,excellent,245000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-ford-150/7888424644.html,Ford E-150,craigslist_vancouver.csv
vancouver,2007,lexus,ls460,10200.0,good,297000.0,gas,automatic,https://vancouver.craigslist.org/rds/cto/d/surrey-2007-lexus-ls460/7889776822.html,2007 Lexus ls460,craigslist_vancouver.csv
vancouver,2005,toyota,hiace camper van motorhom,26500.0,excellent,60000.0,gas,automatic,https://vancouver.craigslist.org/van/cto/d/vancouver-toyota-hiace-custom-camper/7889776682.html,Toyota Hiace Custom Camper,craigslist_vancouver.csv
vancouver,2016,nissan,versa note,8800.0,like new,93000.0,gas,automatic,https://vancouver.craigslist.org/rch/cto/d/richmond-south-2016-nissan-versa-note-sv/7889776503.html,2016 Nissan Versa Note SV,craigslist_vancouver.csv
vancouver,2023,porsche,718 cayman gt4 rs,219888.0,excellent,11800.0,gas,automatic,https://vancouver.craigslist.org/van/ctd/d/richmond-northeast-2023-porsche-cayman/7889776992.html,2023 Porsche 982 718 Cayman GT4RS PDK Weissach Package - CPO,craigslist_vancouver.csv
vancouver,2024,audi,q4 e-tron,51500.0,,5833.0,electric,automatic,https://vancouver.craigslist.org/van/ctd/d/richmond-2024-audi-q4-tron-50-quattro/7889776462.html,﻿2024﻿ ﻿Audi﻿ ﻿Q4 E-tron﻿ ﻿50 Quattro *5833km / No accident*,craigslist_vancouver.csv
